booking_id,booking_date,cancel_date,checkin_date,checkout_date,is_canceled
1559,3/20/2015,8/18/2015,9/21/2015,9/23/2015,1
1560,3/20/2015,8/18/2015,9/21/2015,9/23/2015,1
1561,3/20/2015,8/18/2015,9/21/2015,9/23/2015,1
1562,3/20/2015,8/18/2015,9/21/2015,9/23/2015,1
1563,3/20/2015,,9/21/2015,9/23/2015,0
1564,3/20/2015,,8/15/2015,8/23/2015,0
1565,3/20/2015,,9/21/2015,9/23/2015,0
1566,3/20/2015,,9/21/2015,9/23/2015,0
1567,3/20/2015,,9/21/2015,9/23/2015,0
1568,3/20/2015,,9/21/2015,9/23/2015,0
1569,3/20/2015,,9/21/2015,9/23/2015,0
1570,3/20/2015,,9/21/2015,9/23/2015,0
1571,3/20/2015,,9/21/2015,9/23/2015,0
1572,3/20/2015,,9/21/2015,9/23/2015,0
1573,3/20/2015,,9/21/2015,9/23/2015,0
1574,3/20/2015,,9/21/2015,9/23/2015,0
1575,3/20/2015,,9/21/2015,9/23/2015,0
1576,3/20/2015,,9/21/2015,9/23/2015,0
1577,3/20/2015,,9/21/2015,9/23/2015,0
1578,3/20/2015,,9/21/2015,9/23/2015,0
1579,3/20/2015,,9/21/2015,9/23/2015,0
1580,3/20/2015,,9/21/2015,9/23/2015,0
1581,3/23/2015,,7/3/2015,7/10/2015,0
1582,3/23/2015,,7/11/2015,7/18/2015,0
1583,3/23/2015,,7/11/2015,7/18/2015,0
1584,3/23/2015,,7/14/2015,7/29/2015,0
1585,3/23/2015,,8/6/2015,8/16/2015,0
1586,3/23/2015,6/15/2015,9/22/2015,10/2/2015,1
1587,3/23/2015,,8/22/2015,8/29/2015,0
1588,3/24/2015,,7/1/2015,7/8/2015,0
1589,3/24/2015,6/12/2015,7/3/2015,7/5/2015,1
1590,3/24/2015,,7/3/2015,7/10/2015,0
1591,3/24/2015,,7/4/2015,7/11/2015,0
1592,3/24/2015,4/22/2015,7/4/2015,7/11/2015,1
1593,3/24/2015,,7/4/2015,7/11/2015,0
1594,3/24/2015,,7/6/2015,7/10/2015,0
1595,3/24/2015,,7/6/2015,7/12/2015,0
1596,3/24/2015,,7/10/2015,7/12/2015,0
1597,3/24/2015,4/22/2015,7/11/2015,7/18/2015,1
1598,3/24/2015,4/6/2015,7/14/2015,7/21/2015,1
1599,3/24/2015,,7/19/2015,7/26/2015,0
1600,3/24/2015,5/13/2015,7/20/2015,7/23/2015,1
1601,3/24/2015,4/23/2015,7/20/2015,7/27/2015,1
1602,3/24/2015,5/19/2015,8/1/2015,8/8/2015,1
1603,3/24/2015,5/22/2015,8/1/2015,8/9/2015,1
1604,3/24/2015,4/6/2015,8/8/2015,8/12/2015,1
1605,3/24/2015,5/9/2015,8/10/2015,8/15/2015,1
1606,3/24/2015,5/21/2015,8/18/2015,8/23/2015,1
1607,3/24/2015,,8/22/2015,8/26/2015,0
1608,3/24/2015,,8/22/2015,8/27/2015,0
1609,3/24/2015,,8/31/2015,9/10/2015,0
1610,3/24/2015,7/1/2015,9/1/2015,9/6/2015,1
1611,3/24/2015,7/1/2015,9/1/2015,9/6/2015,1
1612,3/24/2015,,9/3/2015,9/10/2015,0
1613,3/24/2015,,9/10/2015,9/14/2015,0
1614,3/24/2015,8/6/2015,9/12/2015,9/16/2015,1
1615,3/24/2015,,9/13/2015,9/25/2015,0
1616,3/24/2015,9/2/2015,9/15/2015,9/19/2015,1
1617,3/24/2015,,7/5/2015,7/10/2015,0
1618,3/24/2015,,7/5/2015,7/10/2015,0
1619,3/24/2015,,8/1/2015,8/10/2015,0
1620,3/24/2015,,8/6/2015,8/11/2015,0
1621,3/24/2015,,8/15/2015,8/22/2015,0
1622,3/24/2015,,8/10/2015,8/20/2015,0
1623,3/24/2015,,9/7/2015,9/14/2015,0
1624,3/24/2015,,9/12/2015,9/22/2015,0
1625,3/25/2015,5/12/2015,7/4/2015,7/12/2015,1
1626,3/25/2015,6/29/2015,7/8/2015,7/12/2015,1
1627,3/25/2015,,7/16/2015,7/22/2015,0
1628,3/25/2015,,7/16/2015,7/24/2015,0
1629,3/25/2015,,8/1/2015,8/3/2015,0
1630,3/25/2015,3/28/2015,8/3/2015,8/10/2015,1
1631,3/25/2015,,8/8/2015,8/15/2015,0
1632,3/25/2015,6/17/2015,8/31/2015,9/5/2015,1
1633,3/25/2015,5/9/2015,9/12/2015,9/16/2015,1
1634,3/25/2015,,9/13/2015,9/21/2015,0
1635,3/25/2015,,10/3/2015,10/7/2015,0
1636,3/25/2015,,10/3/2015,10/7/2015,0
1637,3/25/2015,,10/3/2015,10/7/2015,0
1638,3/25/2015,9/1/2015,10/3/2015,10/7/2015,1
1639,3/25/2015,,10/3/2015,10/7/2015,0
1640,3/25/2015,,7/11/2015,7/17/2015,0
1641,3/25/2015,,8/1/2015,8/10/2015,0
1642,3/25/2015,,8/3/2015,8/10/2015,0
1643,3/25/2015,,8/17/2015,8/22/2015,0
1644,3/25/2015,,8/16/2015,8/23/2015,0
1645,3/25/2015,,8/22/2015,8/28/2015,0
1646,3/25/2015,,8/23/2015,8/30/2015,0
1647,3/25/2015,,9/7/2015,9/28/2015,0
1648,3/25/2015,,10/3/2015,10/7/2015,0
1649,3/26/2015,,7/3/2015,7/12/2015,0
1650,3/26/2015,,7/3/2015,7/13/2015,0
1651,3/26/2015,,7/4/2015,7/6/2015,0
1652,3/26/2015,,7/4/2015,7/6/2015,0
1653,3/26/2015,,7/4/2015,7/6/2015,0
1654,3/26/2015,3/30/2015,7/5/2015,7/12/2015,1
1655,3/26/2015,,7/10/2015,7/13/2015,0
1656,3/26/2015,,7/13/2015,7/15/2015,0
1657,3/26/2015,,7/13/2015,7/18/2015,0
1658,3/26/2015,3/31/2015,8/16/2015,8/18/2015,1
1659,3/26/2015,,9/12/2015,9/30/2015,0
1660,3/26/2015,,8/7/2015,8/16/2015,0
1661,3/26/2015,,8/21/2015,8/22/2015,0
1662,3/26/2015,,8/20/2015,8/23/2015,0
1663,3/26/2015,,9/14/2015,9/21/2015,0
1664,3/26/2015,,9/21/2015,9/30/2015,0
1665,3/27/2015,5/29/2015,7/1/2015,7/11/2015,1
1666,3/27/2015,,8/10/2015,8/16/2015,0
1667,3/27/2015,,9/10/2015,9/24/2015,0
1668,3/27/2015,,8/10/2015,8/16/2015,0
1669,3/27/2015,,9/12/2015,9/19/2015,0
1670,3/28/2015,,7/1/2015,7/16/2015,0
1671,3/28/2015,,7/2/2015,7/9/2015,0
1672,3/28/2015,,7/4/2015,7/7/2015,0
1673,3/28/2015,,7/6/2015,7/16/2015,0
1674,3/28/2015,5/28/2015,7/8/2015,7/13/2015,1
1675,3/28/2015,6/27/2015,7/9/2015,7/13/2015,1
1676,3/28/2015,,7/23/2015,7/28/2015,0
1677,3/28/2015,,9/10/2015,9/14/2015,0
1678,3/30/2015,,7/5/2015,7/9/2015,0
1679,3/30/2015,,7/5/2015,7/12/2015,0
1680,3/30/2015,,7/6/2015,7/8/2015,0
1681,3/30/2015,,7/6/2015,7/12/2015,0
1682,3/30/2015,,7/8/2015,7/17/2015,0
1683,3/30/2015,,7/8/2015,7/17/2015,0
1684,3/30/2015,6/6/2015,8/1/2015,8/7/2015,1
1685,3/30/2015,,8/6/2015,8/9/2015,0
1686,3/30/2015,,9/11/2015,9/21/2015,0
1687,3/30/2015,9/2/2015,11/20/2015,11/21/2015,1
1688,3/30/2015,,7/30/2015,8/3/2015,0
1689,3/30/2015,,7/31/2015,8/5/2015,0
1690,3/30/2015,,8/1/2015,8/8/2015,0
1691,3/30/2015,,8/4/2015,8/9/2015,0
1692,3/30/2015,,8/6/2015,8/9/2015,0
1693,3/30/2015,,8/6/2015,8/9/2015,0
1694,3/30/2015,,8/3/2015,8/10/2015,0
1695,3/31/2015,,7/2/2015,7/13/2015,0
1696,3/31/2015,,7/2/2015,7/5/2015,0
1697,3/31/2015,,7/4/2015,7/10/2015,0
1698,3/31/2015,,7/5/2015,7/19/2015,0
1699,3/31/2015,,7/6/2015,7/16/2015,0
1700,3/31/2015,,8/13/2015,8/17/2015,0
1701,3/31/2015,,12/17/2015,12/26/2015,0
1702,3/31/2015,,7/17/2015,7/27/2015,0
1703,3/31/2015,,7/28/2015,8/4/2015,0
1704,3/31/2015,,8/8/2015,8/15/2015,0
1705,3/31/2015,,8/5/2015,8/19/2015,0
1706,3/31/2015,,9/7/2015,9/11/2015,0
1707,4/1/2015,,7/18/2015,7/24/2015,0
1708,4/1/2015,,7/25/2015,8/4/2015,0
1709,4/1/2015,6/18/2015,7/26/2015,7/31/2015,1
1710,4/1/2015,4/4/2015,7/29/2015,8/2/2015,1
1711,4/1/2015,,9/8/2015,9/15/2015,0
1712,4/1/2015,,8/2/2015,8/5/2015,0
1713,4/2/2015,,7/5/2015,7/15/2015,0
1714,4/2/2015,,7/6/2015,7/9/2015,0
1715,4/2/2015,5/29/2015,7/11/2015,7/16/2015,1
1716,4/2/2015,7/10/2015,7/29/2015,8/3/2015,1
1717,4/2/2015,4/6/2015,8/9/2015,8/14/2015,1
1718,4/2/2015,,9/3/2015,9/6/2015,0
1719,4/2/2015,,9/3/2015,9/6/2015,0
1720,4/2/2015,,9/3/2015,9/6/2015,0
1721,4/2/2015,,9/3/2015,9/6/2015,0
1722,4/2/2015,,9/3/2015,9/6/2015,0
1723,4/2/2015,,9/3/2015,9/6/2015,0
1724,4/2/2015,,9/3/2015,9/6/2015,0
1725,4/2/2015,,9/3/2015,9/6/2015,0
1726,4/3/2015,,7/2/2015,7/9/2015,0
1727,4/3/2015,,7/4/2015,7/10/2015,0
1728,4/3/2015,,7/4/2015,7/14/2015,0
1729,4/3/2015,,7/4/2015,7/14/2015,0
1730,4/3/2015,5/1/2015,7/5/2015,7/12/2015,1
1731,4/3/2015,,7/6/2015,7/10/2015,0
1732,4/3/2015,5/14/2015,7/6/2015,7/16/2015,1
1733,4/3/2015,,7/8/2015,7/15/2015,0
1734,4/3/2015,,7/12/2015,7/16/2015,0
1735,4/3/2015,,7/13/2015,7/18/2015,0
1736,4/3/2015,,7/18/2015,7/23/2015,0
1737,4/3/2015,,8/19/2015,8/28/2015,0
1738,4/3/2015,4/7/2015,9/5/2015,9/14/2015,1
1739,4/3/2015,4/29/2015,9/9/2015,9/18/2015,1
1740,4/3/2015,4/29/2015,9/9/2015,9/18/2015,1
1741,4/3/2015,,9/10/2015,9/17/2015,0
1742,4/3/2015,,9/17/2015,10/1/2015,0
1743,4/3/2015,,9/27/2015,10/4/2015,0
1744,4/3/2015,,9/27/2015,10/11/2015,0
1745,4/3/2015,9/12/2015,1/12/2016,2/9/2016,1
1746,4/3/2015,9/12/2015,2/9/2016,2/23/2016,1
1747,4/3/2015,,9/26/2016,10/3/2016,0
1748,4/3/2015,,9/26/2016,10/3/2016,0
1749,4/3/2015,,9/26/2016,10/3/2016,0
1750,4/3/2015,,9/26/2016,10/3/2016,0
1751,4/3/2015,,9/26/2016,10/3/2016,0
1752,4/3/2015,,9/26/2016,10/3/2016,0
1753,4/3/2015,,9/26/2016,10/3/2016,0
1754,4/3/2015,,9/26/2016,10/3/2016,0
1755,4/3/2015,,9/26/2016,10/3/2016,0
1756,4/3/2015,,9/26/2016,10/6/2016,0
1757,4/3/2015,4/3/2015,7/5/2015,7/12/2015,1
1758,4/3/2015,6/11/2015,7/26/2015,8/9/2015,1
1759,4/3/2015,,7/5/2015,7/19/2015,0
1760,4/3/2015,,7/16/2015,7/23/2015,0
1761,4/3/2015,,7/30/2015,8/3/2015,0
1762,4/3/2015,,8/10/2015,8/17/2015,0
1763,4/3/2015,,8/13/2015,8/20/2015,0
1764,4/3/2015,,8/27/2015,9/3/2015,0
1765,4/3/2015,,8/20/2015,9/3/2015,0
1766,4/3/2015,,8/20/2015,9/3/2015,0
1767,4/3/2015,,9/8/2015,9/9/2015,0
1768,4/3/2015,,9/3/2015,9/10/2015,0
1769,4/3/2015,,9/14/2015,9/21/2015,0
1770,4/3/2015,,9/10/2015,9/24/2015,0
1771,4/3/2015,,9/10/2015,9/24/2015,0
1772,4/3/2015,,9/13/2015,9/24/2015,0
1773,4/3/2015,,9/10/2015,9/24/2015,0
1774,4/3/2015,,9/17/2015,9/24/2015,0
1775,4/3/2015,,9/18/2015,9/25/2015,0
1776,4/3/2015,,9/17/2015,9/27/2015,0
1777,4/3/2015,,9/17/2015,9/27/2015,0
1778,4/3/2015,,9/20/2015,9/27/2015,0
1779,4/3/2015,,9/20/2015,9/27/2015,0
1780,4/3/2015,,9/20/2015,9/27/2015,0
1781,4/3/2015,,9/20/2015,9/27/2015,0
1782,4/3/2015,,9/24/2015,10/1/2015,0
1783,4/3/2015,,9/24/2015,10/1/2015,0
1784,4/3/2015,,9/24/2015,10/1/2015,0
1785,4/3/2015,,9/17/2015,10/1/2015,0
1786,4/3/2015,,9/17/2015,10/1/2015,0
1787,4/3/2015,,9/17/2015,10/1/2015,0
1788,4/3/2015,,9/17/2015,10/1/2015,0
1789,4/3/2015,,9/17/2015,10/1/2015,0
1790,4/3/2015,,9/17/2015,10/1/2015,0
1791,4/3/2015,,9/24/2015,10/1/2015,0
1792,4/3/2015,,9/17/2015,10/1/2015,0
1793,4/3/2015,,9/19/2015,10/3/2015,0
1794,4/3/2015,,9/20/2015,10/4/2015,0
1795,4/3/2015,,9/24/2015,10/4/2015,0
1796,4/3/2015,,10/2/2015,10/9/2015,0
1797,4/3/2015,,10/13/2015,10/14/2015,0
1798,4/3/2015,,9/26/2016,10/3/2016,0
1799,4/3/2015,,9/26/2016,10/3/2016,0
1800,4/3/2015,,9/26/2016,10/3/2016,0
1801,4/3/2015,,9/26/2016,10/3/2016,0
1802,4/3/2015,,9/26/2016,10/3/2016,0
1803,4/3/2015,,9/26/2016,10/3/2016,0
1804,4/3/2015,,9/26/2016,10/3/2016,0
1805,4/3/2015,,9/26/2016,10/3/2016,0
1806,4/3/2015,,9/26/2016,10/3/2016,0
1807,4/3/2015,,9/26/2016,10/3/2016,0
1808,4/3/2015,,9/26/2016,10/3/2016,0
1809,4/3/2015,,9/26/2016,10/3/2016,0
1810,4/3/2015,,9/26/2016,10/3/2016,0
1811,4/4/2015,,7/21/2015,7/29/2015,0
1812,4/4/2015,,8/8/2015,8/15/2015,0
1813,4/4/2015,6/3/2015,8/9/2015,8/23/2015,1
1814,4/4/2015,6/3/2015,8/9/2015,8/23/2015,1
1815,4/4/2015,4/4/2015,12/20/2015,1/2/2016,1
1816,4/4/2015,8/24/2015,12/20/2015,1/2/2016,1
1817,4/6/2015,,7/5/2015,7/11/2015,0
1818,4/6/2015,6/19/2015,7/12/2015,7/20/2015,1
1819,4/6/2015,,7/12/2015,7/16/2015,0
1820,4/6/2015,,7/13/2015,7/15/2015,0
1821,4/6/2015,,7/13/2015,7/15/2015,0
1822,4/6/2015,5/12/2015,7/13/2015,7/19/2015,1
1823,4/6/2015,,7/14/2015,7/23/2015,0
1824,4/6/2015,,7/19/2015,7/26/2015,0
1825,4/6/2015,7/2/2015,7/19/2015,7/25/2015,1
1826,4/6/2015,,7/19/2015,7/26/2015,0
1827,4/6/2015,4/22/2015,7/24/2015,7/31/2015,1
1828,4/6/2015,6/15/2015,8/12/2015,8/22/2015,1
1829,4/6/2015,,8/12/2015,8/22/2015,0
1830,4/6/2015,,8/12/2015,8/22/2015,0
1831,4/6/2015,4/20/2015,9/2/2015,9/4/2015,1
1832,4/6/2015,4/20/2015,9/2/2015,9/4/2015,1
1833,4/6/2015,4/10/2015,9/2/2015,9/10/2015,1
1834,4/6/2015,4/10/2015,10/20/2015,10/31/2015,1
1835,4/6/2015,,7/21/2015,7/24/2015,0
1836,4/6/2015,,8/4/2015,8/11/2015,0
1837,4/6/2015,,8/4/2015,8/11/2015,0
1838,4/7/2015,5/6/2015,7/1/2015,7/4/2015,1
1839,4/7/2015,,7/6/2015,7/20/2015,0
1840,4/7/2015,4/13/2015,8/7/2015,8/11/2015,1
1841,4/7/2015,5/1/2015,8/17/2015,8/22/2015,1
1842,4/7/2015,,9/4/2015,9/14/2015,0
1843,4/7/2015,,9/11/2015,9/14/2015,0
1844,4/7/2015,,9/6/2015,9/28/2015,0
1845,4/7/2015,,12/4/2015,12/8/2015,0
1846,4/9/2015,,7/4/2015,7/11/2015,0
1847,4/9/2015,4/15/2015,7/13/2015,7/20/2015,1
1848,4/9/2015,4/11/2015,7/14/2015,7/23/2015,1
1849,4/9/2015,4/11/2015,7/14/2015,7/23/2015,1
1850,4/9/2015,,7/17/2015,7/25/2015,0
1851,4/9/2015,4/15/2015,7/25/2015,8/3/2015,1
1852,4/9/2015,,7/28/2015,8/7/2015,0
1853,4/9/2015,,7/31/2015,8/10/2015,0
1854,4/9/2015,,8/2/2015,8/9/2015,0
1855,4/9/2015,5/27/2015,8/9/2015,8/15/2015,1
1856,4/9/2015,6/16/2015,8/30/2015,9/6/2015,1
1857,4/9/2015,,7/2/2015,7/13/2015,0
1858,4/9/2015,,7/16/2015,7/19/2015,0
1859,4/9/2015,,9/28/2015,10/5/2015,0
1860,4/10/2015,,7/7/2015,7/11/2015,0
1861,4/10/2015,4/13/2015,7/7/2015,7/14/2015,1
1862,4/10/2015,,7/9/2015,7/16/2015,0
1863,4/10/2015,,7/9/2015,7/16/2015,0
1864,4/10/2015,,7/9/2015,7/16/2015,0
1865,4/10/2015,,7/10/2015,7/12/2015,0
1866,4/10/2015,,7/10/2015,7/12/2015,0
1867,4/10/2015,,7/21/2015,7/28/2015,0
1868,4/10/2015,7/1/2015,7/24/2015,7/26/2015,1
1869,4/10/2015,4/22/2015,8/5/2015,8/13/2015,1
1870,4/10/2015,5/20/2015,8/6/2015,8/9/2015,1
1871,4/10/2015,4/20/2015,8/31/2015,9/3/2015,1
1872,4/10/2015,,9/29/2015,10/6/2015,0
1873,4/10/2015,,8/1/2015,9/30/2015,0
1874,4/10/2015,,7/10/2015,7/12/2015,0
1875,4/10/2015,,8/7/2015,8/9/2015,0
1876,4/10/2015,,9/9/2015,9/18/2015,0
1877,4/11/2015,6/26/2015,7/6/2015,7/13/2015,1
1878,4/11/2015,,9/14/2015,9/16/2015,0
1879,4/13/2015,,7/3/2015,7/11/2015,0
1880,4/13/2015,6/9/2015,7/3/2015,7/13/2015,1
1881,4/13/2015,,7/6/2015,7/10/2015,0
1882,4/13/2015,,7/12/2015,7/19/2015,0
1883,4/13/2015,,7/13/2015,7/20/2015,0
1884,4/13/2015,4/29/2015,7/18/2015,7/22/2015,1
1885,4/13/2015,7/4/2015,8/5/2015,8/8/2015,1
1886,4/13/2015,,8/7/2015,8/14/2015,0
1887,4/13/2015,6/11/2015,8/11/2015,8/14/2015,1
1888,4/13/2015,6/11/2015,8/11/2015,8/14/2015,1
1889,4/13/2015,6/11/2015,8/11/2015,8/14/2015,1
1890,4/13/2015,4/14/2015,8/17/2015,8/22/2015,1
1891,4/13/2015,,8/19/2015,8/24/2015,0
1892,4/13/2015,,8/23/2015,8/30/2015,0
1893,4/13/2015,,7/16/2015,7/18/2015,0
1894,4/13/2015,,7/8/2015,7/22/2015,0
1895,4/13/2015,,7/18/2015,7/25/2015,0
1896,4/13/2015,,7/20/2015,7/26/2015,0
1897,4/13/2015,,7/20/2015,7/26/2015,0
1898,4/13/2015,,8/3/2015,8/8/2015,0
1899,4/13/2015,,8/3/2015,8/10/2015,0
1900,4/13/2015,,9/2/2015,9/5/2015,0
1901,4/13/2015,,9/12/2015,9/19/2015,0
1902,4/13/2015,,9/8/2015,9/22/2015,0
1903,4/14/2015,,7/1/2015,7/8/2015,0
1904,4/14/2015,,7/5/2015,7/15/2015,0
1905,4/14/2015,,7/10/2015,7/17/2015,0
1906,4/14/2015,,7/17/2015,7/22/2015,0
1907,4/14/2015,,7/18/2015,7/25/2015,0
1908,4/14/2015,,8/17/2015,8/24/2015,0
1909,4/14/2015,,8/18/2015,8/24/2015,0
1910,4/14/2015,,8/18/2015,8/24/2015,0
1911,4/14/2015,,8/18/2015,8/24/2015,0
1912,4/14/2015,,9/1/2015,9/11/2015,0
1913,4/14/2015,,7/19/2015,7/25/2015,0
1914,4/14/2015,,7/25/2015,7/31/2015,0
1915,4/14/2015,,8/10/2015,8/17/2015,0
1916,4/14/2015,,8/10/2015,8/19/2015,0
1917,4/14/2015,,8/17/2015,8/24/2015,0
1918,4/15/2015,,7/1/2015,7/8/2015,0
1919,4/15/2015,4/15/2015,7/3/2015,7/24/2015,1
1920,4/15/2015,,7/10/2015,7/20/2015,0
1921,4/15/2015,,7/12/2015,7/15/2015,0
1922,4/15/2015,,7/18/2015,7/25/2015,0
1923,4/15/2015,,7/18/2015,7/25/2015,0
1924,4/15/2015,,7/20/2015,7/24/2015,0
1925,4/15/2015,4/15/2015,7/29/2015,8/5/2015,1
1926,4/15/2015,6/22/2015,8/13/2015,8/15/2015,1
1927,4/15/2015,,8/29/2015,9/3/2015,0
1928,4/15/2015,,9/6/2015,9/20/2015,0
1929,4/15/2015,4/18/2015,9/20/2015,9/27/2015,1
1930,4/15/2015,4/18/2015,9/20/2015,9/27/2015,1
1931,4/15/2015,,10/7/2015,10/14/2015,0
1932,4/15/2015,,7/21/2015,7/23/2015,0
1933,4/15/2015,,7/31/2015,8/6/2015,0
1934,4/15/2015,,8/4/2015,8/11/2015,0
1935,4/15/2015,,8/2/2015,8/13/2015,0
1936,4/15/2015,,8/17/2015,8/20/2015,0
1937,4/15/2015,,8/17/2015,8/31/2015,0
1938,4/15/2015,,8/29/2015,9/7/2015,0
1939,4/15/2015,,9/8/2015,9/15/2015,0
1940,4/15/2015,,10/20/2015,10/27/2015,0
1941,4/16/2015,,7/4/2015,7/14/2015,0
1942,4/16/2015,,7/5/2015,7/7/2015,0
1943,4/16/2015,,7/6/2015,7/10/2015,0
1944,4/16/2015,,7/8/2015,7/12/2015,0
1945,4/16/2015,,7/13/2015,7/21/2015,0
1946,4/16/2015,,7/17/2015,7/20/2015,0
1947,4/16/2015,4/17/2015,7/25/2015,8/1/2015,1
1948,4/16/2015,6/15/2015,8/5/2015,8/9/2015,1
1949,4/16/2015,5/14/2015,8/7/2015,8/14/2015,1
1950,4/16/2015,5/14/2015,8/7/2015,8/14/2015,1
1951,4/16/2015,4/20/2015,8/11/2015,8/16/2015,1
1952,4/16/2015,4/20/2015,8/11/2015,8/16/2015,1
1953,4/16/2015,6/19/2015,8/16/2015,8/30/2015,1
1954,4/16/2015,,9/6/2015,9/16/2015,0
1955,4/16/2015,,9/9/2015,9/16/2015,0
1956,4/16/2015,8/25/2015,9/10/2015,9/17/2015,1
1957,4/16/2015,6/25/2015,9/11/2015,9/18/2015,1
1958,4/16/2015,,9/12/2015,9/19/2015,0
1959,4/16/2015,,9/15/2015,9/21/2015,0
1960,4/16/2015,4/22/2015,9/22/2015,9/27/2015,1
1961,4/16/2015,,10/7/2015,10/14/2015,0
1962,4/16/2015,,10/7/2015,10/14/2015,0
1963,4/16/2015,,7/18/2015,7/24/2015,0
1964,4/16/2015,,7/19/2015,7/25/2015,0
1965,4/16/2015,,8/4/2015,8/6/2015,0
1966,4/16/2015,,8/8/2015,8/13/2015,0
1967,4/16/2015,,8/19/2015,8/24/2015,0
1968,4/16/2015,,9/12/2015,9/19/2015,0
1969,4/16/2015,,9/23/2015,9/30/2015,0
1970,4/17/2015,4/22/2015,7/1/2015,7/4/2015,1
1971,4/17/2015,,7/2/2015,7/16/2015,0
1972,4/17/2015,,7/4/2015,7/11/2015,0
1973,4/17/2015,,7/5/2015,7/19/2015,0
1974,4/17/2015,,7/6/2015,7/17/2015,0
1975,4/17/2015,,7/8/2015,7/16/2015,0
1976,4/17/2015,,7/17/2015,7/20/2015,0
1977,4/17/2015,,7/17/2015,7/20/2015,0
1978,4/17/2015,4/22/2015,7/22/2015,7/26/2015,1
1979,4/17/2015,5/13/2015,7/27/2015,8/3/2015,1
1980,4/17/2015,5/13/2015,7/27/2015,8/3/2015,1
1981,4/17/2015,5/13/2015,7/27/2015,8/3/2015,1
1982,4/17/2015,5/13/2015,7/27/2015,8/3/2015,1
1983,4/17/2015,6/1/2015,8/11/2015,8/15/2015,1
1984,4/17/2015,5/23/2015,9/6/2015,9/13/2015,1
1985,4/17/2015,5/9/2015,9/13/2015,9/16/2015,1
1986,4/17/2015,,9/22/2015,9/29/2015,0
1987,4/17/2015,,9/22/2015,9/29/2015,0
1988,4/17/2015,,9/27/2015,10/4/2015,0
1989,4/17/2015,,9/28/2015,10/10/2015,0
1990,4/17/2015,,9/29/2015,10/6/2015,0
1991,4/17/2015,7/17/2015,10/4/2015,10/16/2015,1
1992,4/17/2015,7/17/2015,10/4/2015,10/16/2015,1
1993,4/17/2015,7/17/2015,10/4/2015,10/16/2015,1
1994,4/17/2015,7/17/2015,10/4/2015,10/16/2015,1
1995,4/17/2015,7/17/2015,10/4/2015,10/16/2015,1
1996,4/17/2015,7/17/2015,10/4/2015,10/16/2015,1
1997,4/17/2015,7/17/2015,10/4/2015,10/16/2015,1
1998,4/17/2015,7/17/2015,10/4/2015,10/16/2015,1
1999,4/17/2015,7/17/2015,10/4/2015,10/16/2015,1
2000,4/17/2015,7/17/2015,10/4/2015,10/16/2015,1
2001,4/17/2015,7/17/2015,10/4/2015,10/16/2015,1
2002,4/17/2015,7/17/2015,10/4/2015,10/16/2015,1
2003,4/17/2015,,7/16/2015,7/23/2015,0
2004,4/17/2015,,7/16/2015,7/23/2015,0
2005,4/17/2015,,8/3/2015,8/10/2015,0
2006,4/17/2015,,8/10/2015,8/17/2015,0
2007,4/17/2015,,8/29/2015,9/3/2015,0
2008,4/17/2015,,9/10/2015,9/20/2015,0
2009,4/17/2015,,9/10/2015,9/20/2015,0
2010,4/17/2015,,9/23/2015,9/30/2015,0
2011,4/17/2015,,9/17/2015,10/1/2015,0
2012,4/17/2015,,10/1/2015,10/15/2015,0
2013,4/17/2015,,10/8/2015,10/18/2015,0
2014,4/18/2015,,7/11/2015,7/13/2015,0
2015,4/18/2015,,7/17/2015,7/24/2015,0
2016,4/18/2015,,7/17/2015,7/24/2015,0
2017,4/18/2015,,7/29/2015,8/5/2015,0
2018,4/18/2015,8/13/2015,8/23/2015,8/30/2015,1
2019,4/18/2015,,8/1/2015,8/10/2015,0
2020,4/18/2015,,8/24/2015,8/30/2015,0
2021,4/20/2015,,7/1/2015,7/7/2015,0
2022,4/20/2015,,7/1/2015,7/7/2015,0
2023,4/20/2015,,7/1/2015,7/7/2015,0
2024,4/20/2015,5/12/2015,7/25/2015,8/1/2015,1
2025,4/20/2015,,8/10/2015,8/15/2015,0
2026,4/20/2015,9/8/2015,9/12/2015,9/18/2015,1
2027,4/20/2015,,8/8/2015,8/15/2015,0
2028,4/20/2015,,8/1/2015,8/7/2015,0
2029,4/20/2015,,8/5/2015,8/8/2015,0
2030,4/20/2015,,8/1/2015,8/14/2015,0
2031,4/22/2015,,7/3/2015,7/7/2015,0
2032,4/22/2015,6/29/2015,7/3/2015,7/5/2015,1
2033,4/22/2015,5/20/2015,7/4/2015,7/11/2015,1
2034,4/22/2015,5/13/2015,7/4/2015,7/5/2015,1
2035,4/22/2015,,7/9/2015,7/12/2015,0
2036,4/22/2015,,7/10/2015,7/15/2015,0
2037,4/22/2015,,7/12/2015,7/19/2015,0
2038,4/22/2015,,7/18/2015,8/1/2015,0
2039,4/22/2015,,7/20/2015,7/27/2015,0
2040,4/22/2015,,7/25/2015,7/30/2015,0
2041,4/22/2015,,7/27/2015,7/30/2015,0
2042,4/22/2015,,7/27/2015,7/30/2015,0
2043,4/22/2015,6/8/2015,9/1/2015,9/5/2015,1
2044,4/22/2015,,9/12/2015,9/18/2015,0
2045,4/22/2015,,9/23/2015,10/1/2015,0
2046,4/22/2015,,8/9/2015,8/16/2015,0
2047,4/22/2015,,8/7/2015,8/11/2015,0
