booking_id,booking_date,cancel_date,checkin_date,checkout_date,is_canceled
3041,6/6/2015,21/7/2015,23/8/2015,30/8/2015,1
3042,6/6/2015,31/7/2015,20/9/2015,26/9/2015,1
3043,6/6/2015,,22/9/2015,29/9/2015,0
3044,6/6/2015,,6/7/2015,13/7/2015,0
3045,6/6/2015,,20/7/2015,24/7/2015,0
3046,6/6/2015,,26/7/2015,1/8/2015,0
3047,6/6/2015,,30/7/2015,6/8/2015,0
3048,6/6/2015,,11/9/2015,18/9/2015,0
3049,6/6/2015,,11/10/2015,18/10/2015,0
3050,6/6/2015,,6/6/2016,17/6/2016,0
3051,8/6/2015,23/6/2015,1/7/2015,5/7/2015,1
3052,8/6/2015,9/6/2015,4/7/2015,11/7/2015,1
3053,8/6/2015,,5/7/2015,12/7/2015,0
3054,8/6/2015,,6/7/2015,11/7/2015,0
3055,8/6/2015,,10/7/2015,23/7/2015,0
3056,8/6/2015,,11/7/2015,15/7/2015,0
3057,8/6/2015,,11/7/2015,15/7/2015,0
3058,8/6/2015,,11/7/2015,15/7/2015,0
3059,8/6/2015,,11/7/2015,18/7/2015,0
3060,8/6/2015,,12/7/2015,19/7/2015,0
3061,8/6/2015,,12/7/2015,14/7/2015,0
3062,8/6/2015,,12/7/2015,14/7/2015,0
3063,8/6/2015,,12/7/2015,17/7/2015,0
3064,8/6/2015,,15/7/2015,21/7/2015,0
3065,8/6/2015,,15/7/2015,23/7/2015,0
3066,8/6/2015,24/6/2015,18/7/2015,25/7/2015,1
3067,8/6/2015,,19/7/2015,26/7/2015,0
3068,8/6/2015,,20/7/2015,27/7/2015,0
3069,8/6/2015,9/6/2015,22/7/2015,26/7/2015,1
3070,8/6/2015,,22/7/2015,26/7/2015,0
3071,8/6/2015,9/6/2015,22/7/2015,26/7/2015,1
3072,8/6/2015,9/6/2015,22/7/2015,26/7/2015,1
3073,8/6/2015,,25/7/2015,28/7/2015,0
3074,8/6/2015,,25/7/2015,30/7/2015,0
3075,8/6/2015,,26/7/2015,29/7/2015,0
3076,8/6/2015,,28/7/2015,2/8/2015,0
3077,8/6/2015,,8/8/2015,21/8/2015,0
3078,8/6/2015,,9/8/2015,12/8/2015,0
3079,8/6/2015,19/6/2015,10/8/2015,15/8/2015,1
3080,8/6/2015,24/6/2015,10/8/2015,16/8/2015,1
3081,8/6/2015,,15/8/2015,19/8/2015,0
3082,8/6/2015,,15/8/2015,19/8/2015,0
3083,8/6/2015,21/7/2015,15/8/2015,22/8/2015,1
3084,8/6/2015,,30/8/2015,5/9/2015,0
3085,8/6/2015,,30/8/2015,5/9/2015,0
3086,8/6/2015,31/7/2015,1/9/2015,5/9/2015,1
3087,8/6/2015,,4/9/2015,6/9/2015,0
3088,8/6/2015,1/8/2015,6/9/2015,14/9/2015,1
3089,8/6/2015,,6/9/2015,17/9/2015,0
3090,8/6/2015,11/6/2015,10/9/2015,17/9/2015,1
3091,8/6/2015,,12/9/2015,19/9/2015,0
3092,8/6/2015,,15/9/2015,20/9/2015,0
3093,8/6/2015,12/8/2015,18/9/2015,21/9/2015,1
3094,8/6/2015,21/7/2015,18/9/2015,24/9/2015,1
3095,8/6/2015,19/6/2015,25/9/2015,27/9/2015,1
3096,8/6/2015,,1/10/2015,8/10/2015,0
3097,8/6/2015,,16/10/2015,18/10/2015,0
3098,8/6/2015,,1/11/2015,10/11/2015,0
3099,8/6/2015,,18/11/2015,25/11/2015,0
3100,8/6/2015,,8/12/2015,5/1/2016,0
3101,8/6/2015,,22/8/2015,29/8/2015,0
3102,8/6/2015,,30/9/2015,7/10/2015,0
3103,8/6/2015,,19/7/2015,20/7/2015,0
3104,8/6/2015,,20/7/2015,24/7/2015,0
3105,8/6/2015,,22/7/2015,24/7/2015,0
3106,8/6/2015,,20/7/2015,27/7/2015,0
3107,8/6/2015,,20/7/2015,27/7/2015,0
3108,8/6/2015,,20/7/2015,27/7/2015,0
3109,8/6/2015,,21/7/2015,28/7/2015,0
3110,8/6/2015,,20/7/2015,28/7/2015,0
3111,8/6/2015,,26/7/2015,29/7/2015,0
3112,8/6/2015,,26/7/2015,29/7/2015,0
3113,8/6/2015,,25/7/2015,31/7/2015,0
3114,8/6/2015,,26/7/2015,31/7/2015,0
3115,8/6/2015,,23/7/2015,1/8/2015,0
3116,8/6/2015,,27/7/2015,1/8/2015,0
3117,8/6/2015,,26/7/2015,1/8/2015,0
3118,8/6/2015,,28/7/2015,2/8/2015,0
3119,8/6/2015,,27/7/2015,2/8/2015,0
3120,8/6/2015,,27/7/2015,3/8/2015,0
3121,8/6/2015,,27/7/2015,4/8/2015,0
3122,8/6/2015,,26/7/2015,5/8/2015,0
3123,8/6/2015,,29/7/2015,8/8/2015,0
3124,8/6/2015,,2/8/2015,9/8/2015,0
3125,8/6/2015,,2/8/2015,9/8/2015,0
3126,8/6/2015,,8/8/2015,9/8/2015,0
3127,8/6/2015,,11/8/2015,15/8/2015,0
3128,8/6/2015,,11/8/2015,15/8/2015,0
3129,8/6/2015,,11/8/2015,15/8/2015,0
3130,8/6/2015,,9/8/2015,15/8/2015,0
3131,8/6/2015,,9/8/2015,16/8/2015,0
3132,8/6/2015,,17/8/2015,21/8/2015,0
3133,8/6/2015,,17/8/2015,21/8/2015,0
3134,8/6/2015,,18/8/2015,23/8/2015,0
3135,8/6/2015,,17/8/2015,25/8/2015,0
3136,8/6/2015,,22/8/2015,25/8/2015,0
3137,8/6/2015,,24/8/2015,30/8/2015,0
3138,8/6/2015,,24/8/2015,30/8/2015,0
3139,8/6/2015,,25/8/2015,3/9/2015,0
3140,8/6/2015,,10/9/2015,12/9/2015,0
3141,8/6/2015,,9/9/2015,19/9/2015,0
3142,8/6/2015,,28/9/2015,8/10/2015,0
3143,8/6/2015,,6/10/2015,13/10/2015,0
3144,8/6/2015,,16/10/2015,18/10/2015,0
3145,9/6/2015,,10/7/2015,17/7/2015,0
3146,9/6/2015,,11/7/2015,21/7/2015,0
3147,9/6/2015,,17/7/2015,20/7/2015,0
3148,9/6/2015,,17/7/2015,20/7/2015,0
3149,9/6/2015,15/6/2015,20/7/2015,24/7/2015,1
3150,9/6/2015,15/6/2015,20/7/2015,24/7/2015,1
3151,9/6/2015,,20/7/2015,25/7/2015,0
3152,9/6/2015,22/6/2015,20/7/2015,26/7/2015,1
3153,9/6/2015,22/6/2015,20/7/2015,26/7/2015,1
3154,9/6/2015,8/7/2015,21/7/2015,23/7/2015,1
3155,9/6/2015,17/6/2015,24/7/2015,27/7/2015,1
3156,9/6/2015,18/6/2015,24/7/2015,28/7/2015,1
3157,9/6/2015,,26/7/2015,29/7/2015,0
3158,9/6/2015,3/7/2015,27/7/2015,29/7/2015,1
3159,9/6/2015,3/7/2015,27/7/2015,29/7/2015,1
3160,9/6/2015,15/6/2015,27/7/2015,29/7/2015,1
3161,9/6/2015,15/6/2015,27/7/2015,29/7/2015,1
3162,9/6/2015,,27/7/2015,30/7/2015,0
3163,9/6/2015,,27/7/2015,31/7/2015,0
3164,9/6/2015,,28/7/2015,3/8/2015,0
3165,9/6/2015,16/6/2015,1/8/2015,10/8/2015,1
3166,9/6/2015,23/7/2015,5/8/2015,10/8/2015,1
3167,9/6/2015,27/7/2015,8/8/2015,15/8/2015,1
3168,9/6/2015,,10/8/2015,17/8/2015,0
3169,9/6/2015,25/7/2015,15/8/2015,22/8/2015,1
3170,9/6/2015,,24/8/2015,28/8/2015,0
3171,9/6/2015,20/7/2015,25/8/2015,3/9/2015,1
3172,9/6/2015,,30/8/2015,6/9/2015,0
3173,9/6/2015,,31/8/2015,2/9/2015,0
3174,9/6/2015,,7/9/2015,11/9/2015,0
3175,9/6/2015,18/8/2015,18/9/2015,21/9/2015,1
3176,9/6/2015,,20/9/2015,27/9/2015,0
3177,9/6/2015,21/7/2015,2/10/2015,6/10/2015,1
3178,9/6/2015,,2/10/2015,6/10/2015,0
3179,9/6/2015,,2/10/2015,7/10/2015,0
3180,9/6/2015,,15/7/2015,24/7/2015,0
3181,9/6/2015,,27/7/2015,31/7/2015,0
3182,9/6/2015,,3/8/2015,7/8/2015,0
3183,9/6/2015,,9/8/2015,11/8/2015,0
3184,9/6/2015,,9/8/2015,16/8/2015,0
3185,9/6/2015,,9/8/2015,16/8/2015,0
3186,9/6/2015,,9/8/2015,16/8/2015,0
3187,9/6/2015,,16/8/2015,22/8/2015,0
3188,9/6/2015,,6/9/2015,17/9/2015,0
3189,10/6/2015,,10/7/2015,14/7/2015,0
3190,10/6/2015,,10/7/2015,14/7/2015,0
3191,11/6/2015,,12/7/2015,19/7/2015,0
3192,11/6/2015,,12/7/2015,23/7/2015,0
3193,11/6/2015,,13/7/2015,19/7/2015,0
3194,11/6/2015,13/6/2015,16/7/2015,20/7/2015,1
3195,11/6/2015,11/6/2015,16/7/2015,22/7/2015,1
3196,11/6/2015,18/7/2015,18/7/2015,24/7/2015,1
3197,11/6/2015,19/6/2015,19/7/2015,25/7/2015,1
3198,11/6/2015,,20/7/2015,30/7/2015,0
3199,11/6/2015,,20/7/2015,30/7/2015,0
3200,11/6/2015,,20/7/2015,30/7/2015,0
3201,11/6/2015,29/6/2015,22/7/2015,27/7/2015,1
3202,11/6/2015,14/7/2015,24/7/2015,31/7/2015,1
3203,11/6/2015,,24/7/2015,2/8/2015,0
3204,11/6/2015,,26/7/2015,2/8/2015,0
3205,11/6/2015,,28/7/2015,1/8/2015,0
3206,11/6/2015,20/7/2015,8/8/2015,16/8/2015,1
3207,11/6/2015,,9/8/2015,16/8/2015,0
3208,11/6/2015,22/6/2015,10/8/2015,18/8/2015,1
3209,11/6/2015,22/6/2015,10/8/2015,18/8/2015,1
3210,11/6/2015,15/6/2015,14/8/2015,21/8/2015,1
3211,11/6/2015,,14/8/2015,21/8/2015,0
3212,11/6/2015,,15/8/2015,22/8/2015,0
3213,11/6/2015,11/6/2015,15/8/2015,22/8/2015,1
3214,11/6/2015,3/7/2015,15/8/2015,22/8/2015,1
3215,11/6/2015,15/6/2015,16/8/2015,23/8/2015,1
3216,11/6/2015,15/6/2015,16/8/2015,23/8/2015,1
3217,11/6/2015,15/6/2015,16/8/2015,24/8/2015,1
3218,11/6/2015,,18/8/2015,25/8/2015,0
3219,11/6/2015,20/7/2015,21/8/2015,30/8/2015,1
3220,11/6/2015,,21/8/2015,30/8/2015,0
3221,11/6/2015,12/6/2015,22/8/2015,29/8/2015,1
3222,11/6/2015,,22/8/2015,29/8/2015,0
3223,11/6/2015,12/6/2015,22/8/2015,1/9/2015,1
3224,11/6/2015,,26/8/2015,30/8/2015,0
3225,11/6/2015,,10/9/2015,17/9/2015,0
3226,11/6/2015,19/6/2015,13/9/2015,27/9/2015,1
3227,11/6/2015,13/6/2015,15/9/2015,22/9/2015,1
3228,11/6/2015,10/9/2015,16/9/2015,23/9/2015,1
3229,11/6/2015,13/6/2015,16/9/2015,23/9/2015,1
3230,11/6/2015,,18/9/2015,21/9/2015,0
3231,11/6/2015,,25/9/2015,2/10/2015,0
3232,11/6/2015,,2/10/2015,4/10/2015,0
3233,11/6/2015,,2/10/2015,4/10/2015,0
3234,11/6/2015,,3/10/2015,4/10/2015,0
3235,11/6/2015,,22/10/2015,29/10/2015,0
3236,11/6/2015,,16/7/2015,22/7/2015,0
3237,11/6/2015,,16/7/2015,22/7/2015,0
3238,11/6/2015,,20/7/2015,23/7/2015,0
3239,11/6/2015,,21/7/2015,24/7/2015,0
3240,11/6/2015,,24/7/2015,31/7/2015,0
3241,11/6/2015,,22/7/2015,29/7/2015,0
3242,11/6/2015,,16/7/2015,29/7/2015,0
3243,11/6/2015,,16/7/2015,30/7/2015,0
3244,11/6/2015,,28/7/2015,1/8/2015,0
3245,11/6/2015,,27/7/2015,2/8/2015,0
3246,11/6/2015,,3/8/2015,9/8/2015,0
3247,11/6/2015,,3/8/2015,9/8/2015,0
3248,11/6/2015,,3/8/2015,9/8/2015,0
3249,11/6/2015,,14/8/2015,19/8/2015,0
3250,11/6/2015,,16/8/2015,20/8/2015,0
3251,11/6/2015,,14/8/2015,21/8/2015,0
3252,11/6/2015,,18/8/2015,25/8/2015,0
3253,11/6/2015,,8/9/2015,10/9/2015,0
3254,11/6/2015,,8/9/2015,10/9/2015,0
3255,11/6/2015,,18/9/2015,25/9/2015,0
3256,11/6/2015,,25/9/2015,1/10/2015,0
3257,12/6/2015,,3/7/2015,4/7/2015,0
3258,12/6/2015,29/6/2015,19/7/2015,23/7/2015,1
3259,12/6/2015,26/6/2015,24/7/2015,3/8/2015,1
3260,12/6/2015,,25/7/2015,31/7/2015,0
3261,12/6/2015,,27/7/2015,31/7/2015,0
3262,12/6/2015,17/6/2015,29/7/2015,6/8/2015,1
3263,12/6/2015,13/7/2015,3/8/2015,8/8/2015,1
3264,12/6/2015,31/7/2015,14/8/2015,18/8/2015,1
3265,12/6/2015,10/8/2015,25/8/2015,30/8/2015,1
3266,12/6/2015,12/6/2015,25/8/2015,31/8/2015,1
3267,12/6/2015,,10/9/2015,20/9/2015,0
3268,12/6/2015,21/7/2015,14/9/2015,20/9/2015,1
3269,12/6/2015,,19/9/2015,24/9/2015,0
3270,12/6/2015,,19/9/2015,26/9/2015,0
3271,12/6/2015,,19/7/2015,24/7/2015,0
3272,12/6/2015,,19/7/2015,24/7/2015,0
3273,12/6/2015,,19/7/2015,24/7/2015,0
3274,12/6/2015,,19/7/2015,24/7/2015,0
3275,12/6/2015,,24/7/2015,28/7/2015,0
3276,12/6/2015,,27/7/2015,1/8/2015,0
3277,12/6/2015,,7/8/2015,13/8/2015,0
3278,12/6/2015,,11/8/2015,15/8/2015,0
3279,12/6/2015,,15/8/2015,19/8/2015,0
3280,12/6/2015,,19/8/2015,28/8/2015,0
3281,12/6/2015,,17/8/2015,23/8/2015,0
3282,12/6/2015,,27/8/2015,30/8/2015,0
3283,12/6/2015,,26/9/2015,6/10/2015,0
3284,12/6/2015,,27/3/2016,28/3/2016,0
3285,13/6/2015,,1/7/2015,5/7/2015,0
3286,13/6/2015,,22/8/2015,28/8/2015,0
3287,13/6/2015,15/6/2015,25/8/2015,26/8/2015,1
3288,13/6/2015,15/6/2015,25/8/2015,26/8/2015,1
3289,13/6/2015,31/7/2015,16/9/2015,30/9/2015,1
3290,13/6/2015,,22/7/2015,26/7/2015,0
3291,13/6/2015,,31/7/2015,3/8/2015,0
3292,13/6/2015,,3/8/2015,9/8/2015,0
3293,13/6/2015,,17/8/2015,24/8/2015,0
3294,13/6/2015,,26/8/2015,4/9/2015,0
3295,13/6/2015,,30/8/2015,9/9/2015,0
3296,13/6/2015,,13/9/2015,20/9/2015,0
3297,15/6/2015,,2/7/2015,5/7/2015,0
3298,15/6/2015,16/6/2015,9/7/2015,12/7/2015,1
3299,15/6/2015,24/6/2015,17/7/2015,20/7/2015,1
3300,15/6/2015,,19/7/2015,26/7/2015,0
3301,15/6/2015,,24/7/2015,26/7/2015,0
3302,15/6/2015,,25/7/2015,26/7/2015,0
3303,15/6/2015,,6/8/2015,10/8/2015,0
3304,15/6/2015,22/6/2015,7/8/2015,10/8/2015,1
3305,15/6/2015,22/6/2015,8/8/2015,15/8/2015,1
3306,15/6/2015,8/8/2015,8/8/2015,15/8/2015,1
3307,15/6/2015,22/6/2015,8/8/2015,15/8/2015,1
3308,15/6/2015,,9/8/2015,15/8/2015,0
3309,15/6/2015,9/7/2015,22/8/2015,29/8/2015,1
3310,15/6/2015,,23/8/2015,28/8/2015,0
3311,15/6/2015,16/6/2015,24/8/2015,31/8/2015,1
3312,15/6/2015,4/8/2015,25/8/2015,28/8/2015,1
3313,15/6/2015,,16/9/2015,19/9/2015,0
3314,15/6/2015,,4/10/2015,10/10/2015,0
3315,15/6/2015,,25/7/2015,30/7/2015,0
3316,15/6/2015,,27/7/2015,1/8/2015,0
3317,15/6/2015,,12/8/2015,15/8/2015,0
3318,15/6/2015,,10/8/2015,15/8/2015,0
3319,15/6/2015,,17/8/2015,20/8/2015,0
3320,15/6/2015,,20/8/2015,25/8/2015,0
3321,15/6/2015,,23/8/2015,28/8/2015,0
3322,15/6/2015,,23/8/2015,29/8/2015,0
3323,15/6/2015,,16/9/2015,19/9/2015,0
3324,15/6/2015,,16/9/2015,19/9/2015,0
3325,15/6/2015,,18/9/2015,25/9/2015,0
3326,15/6/2015,,18/10/2015,19/10/2015,0
3327,15/6/2015,,20/11/2015,26/11/2015,0
3328,16/6/2015,,2/7/2015,7/7/2015,0
3329,16/6/2015,,7/7/2015,10/7/2015,0
3330,16/6/2015,,25/7/2015,26/7/2015,0
3331,16/6/2015,11/7/2015,25/7/2015,26/7/2015,1
3332,16/6/2015,17/6/2015,27/7/2015,31/7/2015,1
3333,16/6/2015,17/6/2015,27/7/2015,31/7/2015,1
3334,16/6/2015,,6/8/2015,14/8/2015,0
3335,16/6/2015,,7/8/2015,10/8/2015,0
3336,16/6/2015,,20/8/2015,23/8/2015,0
3337,16/6/2015,23/6/2015,19/10/2015,30/10/2015,1
3338,16/6/2015,,21/7/2015,24/7/2015,0
3339,16/6/2015,,24/7/2015,26/7/2015,0
3340,16/6/2015,,25/7/2015,1/8/2015,0
3341,16/6/2015,,14/8/2015,19/8/2015,0
3342,16/6/2015,,24/10/2015,31/10/2015,0
3343,16/6/2015,,24/10/2015,31/10/2015,0
3344,17/6/2015,,1/7/2015,3/7/2015,0
3345,17/6/2015,,1/7/2015,3/7/2015,0
3346,17/6/2015,,2/7/2015,6/7/2015,0
3347,17/6/2015,,10/7/2015,12/7/2015,0
3348,17/6/2015,,19/7/2015,26/7/2015,0
3349,17/6/2015,17/6/2015,26/7/2015,3/8/2015,1
3350,17/6/2015,17/6/2015,26/7/2015,3/8/2015,1
3351,17/6/2015,,27/7/2015,2/8/2015,0
3352,17/6/2015,17/6/2015,3/8/2015,5/8/2015,1
3353,17/6/2015,,7/8/2015,14/8/2015,0
3354,17/6/2015,,20/8/2015,26/8/2015,0
3355,17/6/2015,,21/8/2015,28/8/2015,0
3356,17/6/2015,,22/8/2015,27/8/2015,0
3357,17/6/2015,,25/8/2015,28/8/2015,0
3358,17/6/2015,,21/9/2015,28/9/2015,0
3359,17/6/2015,,19/10/2015,24/10/2015,0
3360,17/6/2015,11/7/2015,28/11/2015,1/12/2015,1
3361,17/6/2015,,9/7/2015,12/7/2015,0
3362,17/6/2015,,9/7/2015,12/7/2015,0
3363,17/6/2015,,20/7/2015,27/7/2015,0
3364,17/6/2015,,25/7/2015,28/7/2015,0
3365,17/6/2015,,26/7/2015,2/8/2015,0
3366,17/6/2015,,26/7/2015,2/8/2015,0
3367,17/6/2015,,26/7/2015,2/8/2015,0
3368,17/6/2015,,31/7/2015,3/8/2015,0
3369,17/6/2015,,26/7/2015,3/8/2015,0
3370,17/6/2015,,2/8/2015,8/8/2015,0
3371,17/6/2015,,7/8/2015,14/8/2015,0
3372,17/6/2015,,23/8/2015,2/9/2015,0
3373,17/6/2015,,23/8/2015,2/9/2015,0
3374,17/6/2015,,23/8/2015,2/9/2015,0
3375,17/6/2015,,30/8/2015,4/9/2015,0
3376,17/6/2015,,30/8/2015,4/9/2015,0
3377,17/6/2015,,6/9/2015,11/9/2015,0
3378,17/6/2015,,6/9/2015,11/9/2015,0
3379,17/6/2015,,6/9/2015,13/9/2015,0
3380,17/6/2015,,18/9/2015,25/9/2015,0
3381,17/6/2015,,13/3/2016,20/3/2016,0
3382,17/6/2015,,13/3/2016,20/3/2016,0
3383,18/6/2015,,1/7/2015,2/7/2015,0
3384,18/6/2015,,2/7/2015,4/7/2015,0
3385,18/6/2015,,3/7/2015,5/7/2015,0
3386,18/6/2015,,10/7/2015,12/7/2015,0
3387,18/6/2015,22/6/2015,12/7/2015,15/7/2015,1
3388,18/6/2015,19/6/2015,19/7/2015,26/7/2015,1
3389,18/6/2015,22/7/2015,24/7/2015,25/7/2015,1
3390,18/6/2015,,24/7/2015,26/7/2015,0
3391,18/6/2015,,26/7/2015,2/8/2015,0
3392,18/6/2015,19/6/2015,12/8/2015,19/8/2015,1
3393,18/6/2015,,22/8/2015,29/8/2015,0
3394,18/6/2015,,21/9/2015,30/9/2015,0
3395,18/6/2015,,17/7/2015,18/7/2015,0
3396,18/6/2015,,24/7/2015,31/7/2015,0
3397,18/6/2015,,31/7/2015,3/8/2015,0
3398,18/6/2015,,1/8/2015,3/8/2015,0
3399,18/6/2015,,20/8/2015,24/8/2015,0
3400,18/6/2015,,20/8/2015,24/8/2015,0
3401,18/6/2015,,18/8/2015,4/9/2015,0
3402,18/6/2015,,18/9/2015,23/9/2015,0
3403,18/6/2015,,18/9/2015,23/9/2015,0
3404,18/6/2015,,6/10/2015,13/10/2015,0
3405,18/6/2015,,18/10/2015,28/10/2015,0
3406,18/6/2015,,25/10/2015,31/10/2015,0
3407,19/6/2015,,1/7/2015,2/7/2015,0
3408,19/6/2015,,10/7/2015,13/7/2015,0
3409,19/6/2015,,10/7/2015,15/7/2015,0
3410,19/6/2015,,19/7/2015,2/8/2015,0
3411,19/6/2015,,23/7/2015,31/7/2015,0
3412,19/6/2015,,24/7/2015,3/8/2015,0
3413,19/6/2015,,27/7/2015,3/8/2015,0
3414,19/6/2015,22/6/2015,29/7/2015,3/8/2015,1
3415,19/6/2015,22/6/2015,7/8/2015,9/8/2015,1
3416,19/6/2015,,19/8/2015,24/8/2015,0
3417,19/6/2015,27/7/2015,21/8/2015,28/8/2015,1
3418,19/6/2015,20/6/2015,30/8/2015,5/9/2015,1
3419,19/6/2015,29/6/2015,4/9/2015,6/9/2015,1
3420,19/6/2015,29/6/2015,19/9/2015,3/10/2015,1
3421,19/6/2015,,20/9/2015,1/10/2015,0
3422,19/6/2015,,21/9/2015,28/9/2015,0
3423,19/6/2015,,27/9/2015,4/10/2015,0
3424,19/6/2015,,9/7/2015,10/7/2015,0
3425,19/6/2015,,18/7/2015,21/7/2015,0
3426,19/6/2015,,18/7/2015,21/7/2015,0
3427,19/6/2015,,16/7/2015,24/7/2015,0
3428,19/6/2015,,6/8/2015,11/8/2015,0
3429,19/6/2015,,16/8/2015,22/8/2015,0
3430,19/6/2015,,19/8/2015,23/8/2015,0
3431,19/6/2015,,17/8/2015,24/8/2015,0
3432,19/6/2015,,20/8/2015,30/8/2015,0
3433,19/6/2015,,18/10/2015,25/10/2015,0
3434,19/6/2015,,18/10/2015,25/10/2015,0
3435,19/6/2015,,18/10/2015,29/10/2015,0
3436,20/6/2015,,18/7/2015,23/7/2015,0
3437,20/6/2015,,19/7/2015,29/7/2015,0
3438,20/6/2015,,23/7/2015,26/7/2015,0
3439,20/6/2015,,23/7/2015,26/7/2015,0
3440,20/6/2015,,17/8/2015,22/8/2015,0
3441,20/6/2015,23/7/2015,23/8/2015,29/8/2015,1
3442,20/6/2015,17/8/2015,1/9/2015,8/9/2015,1
3443,20/6/2015,,1/9/2015,8/9/2015,0
3444,20/6/2015,,6/9/2015,13/9/2015,0
3445,20/6/2015,,6/9/2015,13/9/2015,0
3446,20/6/2015,,10/9/2015,15/9/2015,0
3447,20/6/2015,10/8/2015,17/9/2015,22/9/2015,1
3448,20/6/2015,,26/9/2015,3/10/2015,0
3449,20/6/2015,22/6/2015,1/10/2015,8/10/2015,1
3450,20/6/2015,,23/7/2015,26/7/2015,0
3451,20/6/2015,,23/7/2015,26/7/2015,0
3452,20/6/2015,,30/8/2015,5/9/2015,0
3453,20/6/2015,,16/9/2015,21/9/2015,0
3454,20/6/2015,,16/9/2015,21/9/2015,0
3455,21/6/2015,,3/7/2015,4/7/2015,0
3456,22/6/2015,,1/7/2015,3/7/2015,0
3457,22/6/2015,,2/7/2015,4/7/2015,0
3458,22/6/2015,,9/7/2015,10/7/2015,0
3459,22/6/2015,23/6/2015,9/7/2015,13/7/2015,1
3460,22/6/2015,,17/7/2015,27/7/2015,0
3461,22/6/2015,,18/7/2015,22/7/2015,0
3462,22/6/2015,20/7/2015,20/7/2015,27/7/2015,1
3463,22/6/2015,,20/7/2015,27/7/2015,0
3464,22/6/2015,,21/7/2015,31/7/2015,0
3465,22/6/2015,,25/7/2015,30/7/2015,0
3466,22/6/2015,,26/7/2015,28/7/2015,0
3467,22/6/2015,,27/7/2015,31/7/2015,0
3468,22/6/2015,,27/7/2015,2/8/2015,0
3469,22/6/2015,,28/7/2015,2/8/2015,0
3470,22/6/2015,27/7/2015,29/7/2015,3/8/2015,1
3471,22/6/2015,,29/7/2015,3/8/2015,0
3472,22/6/2015,27/7/2015,29/7/2015,3/8/2015,1
3473,22/6/2015,,29/7/2015,3/8/2015,0
3474,22/6/2015,11/7/2015,31/7/2015,3/8/2015,1
3475,22/6/2015,,5/8/2015,9/8/2015,0
3476,22/6/2015,14/7/2015,7/8/2015,11/8/2015,1
3477,22/6/2015,6/7/2015,15/8/2015,22/8/2015,1
3478,22/6/2015,18/7/2015,16/8/2015,23/8/2015,1
3479,22/6/2015,,18/8/2015,24/8/2015,0
3480,22/6/2015,,18/8/2015,25/8/2015,0
3481,22/6/2015,,23/8/2015,28/8/2015,0
3482,22/6/2015,,23/8/2015,30/8/2015,0
3483,22/6/2015,,28/8/2015,3/9/2015,0
3484,22/6/2015,24/8/2015,30/8/2015,2/9/2015,1
3485,22/6/2015,6/7/2015,1/9/2015,4/9/2015,1
3486,22/6/2015,15/7/2015,10/9/2015,14/9/2015,1
3487,22/6/2015,,13/9/2015,25/9/2015,0
3488,22/6/2015,,14/9/2015,28/9/2015,0
3489,22/6/2015,,17/9/2015,24/9/2015,0
3490,22/6/2015,,27/9/2015,7/10/2015,0
3491,22/6/2015,6/7/2015,28/9/2015,2/10/2015,1
3492,22/6/2015,,2/10/2015,4/10/2015,0
3493,22/6/2015,6/7/2015,19/10/2015,20/10/2015,1
3494,22/6/2015,6/7/2015,19/10/2015,20/10/2015,1
3495,22/6/2015,20/10/2015,22/10/2015,26/10/2015,1
3496,22/6/2015,,22/10/2015,26/10/2015,0
3497,22/6/2015,,22/10/2015,26/10/2015,0
3498,22/6/2015,,22/10/2015,26/10/2015,0
3499,22/6/2015,,22/10/2015,26/10/2015,0
3500,22/6/2015,,22/10/2015,26/10/2015,0
3501,22/6/2015,21/9/2015,8/1/2016,5/2/2016,1
3502,22/6/2015,,6/7/2015,11/7/2015,0
3503,22/6/2015,,17/7/2015,20/7/2015,0
3504,22/6/2015,,22/7/2015,27/7/2015,0
3505,22/6/2015,,26/7/2015,1/8/2015,0
3506,22/6/2015,,30/7/2015,2/8/2015,0
3507,22/6/2015,,24/7/2015,2/8/2015,0
3508,22/6/2015,,30/7/2015,3/8/2015,0
3509,22/6/2015,,10/8/2015,14/8/2015,0
3510,22/6/2015,,10/8/2015,15/8/2015,0
3511,22/6/2015,,19/8/2015,26/8/2015,0
3512,22/6/2015,,20/8/2015,26/8/2015,0
3513,22/6/2015,,19/8/2015,26/8/2015,0
3514,22/6/2015,,20/8/2015,27/8/2015,0
3515,22/6/2015,,23/8/2015,28/8/2015,0
3516,22/6/2015,,24/8/2015,31/8/2015,0
3517,22/6/2015,,31/8/2015,3/9/2015,0
3518,22/6/2015,,31/8/2015,6/9/2015,0
3519,22/6/2015,,15/9/2015,22/9/2015,0
3520,22/6/2015,,23/9/2015,30/9/2015,0
3521,22/6/2015,,27/9/2015,1/10/2015,0
3522,23/6/2015,,3/7/2015,5/7/2015,0
3523,23/6/2015,,9/7/2015,13/7/2015,0
3524,23/6/2015,,17/7/2015,22/7/2015,0
3525,23/6/2015,,17/7/2015,23/7/2015,0
3526,23/6/2015,,18/7/2015,24/7/2015,0
3527,23/6/2015,,21/7/2015,30/7/2015,0
3528,23/6/2015,,25/7/2015,1/8/2015,0
3529,23/6/2015,25/6/2015,26/7/2015,1/8/2015,1
3530,23/6/2015,25/6/2015,26/7/2015,1/8/2015,1
3531,23/6/2015,6/7/2015,27/7/2015,1/8/2015,1
